aX,aY,aZ,gX,gY,gZ
-1.247,-0.356,-1.330,-21.770,-36.190,-80.010
-1.175,-0.085,-1.345,-10.220,-49.070,-44.030
-1.093,0.091,-1.631,25.200,-52.850,14.630
-1.040,0.187,-1.870,69.930,-19.250,41.230
-1.051,-0.151,-2.094,79.660,44.870,71.680
-1.011,-0.362,-2.084,123.340,83.440,78.610
-0.731,-0.886,-1.745,184.590,87.360,65.590
-0.542,-1.350,-1.416,208.740,112.350,43.750
-0.502,-1.586,-1.224,244.860,143.150,23.030
-0.416,-1.832,-0.996,227.850,195.650,-21.350
-0.334,-1.843,-0.481,209.440,219.100,-59.780
-0.199,-1.795,0.066,165.830,255.570,-79.800
-0.162,-1.479,0.368,151.550,280.700,-102.760
-0.089,-0.967,1.282,134.680,263.340,-104.160
-0.050,-0.773,1.856,144.340,219.940,-101.220
-0.040,-0.407,2.055,151.550,172.130,-85.470
-0.023,-0.126,2.309,159.810,148.050,-56.910
0.061,-0.034,2.385,176.960,92.050,-40.320
0.114,-0.046,2.335,190.960,40.180,-13.300
0.139,-0.238,2.241,198.310,16.800,-0.560
0.188,-0.258,2.236,143.010,-25.410,0.140
0.222,-0.460,2.016,106.750,-60.130,-3.220
0.236,-0.536,1.387,74.690,-68.320,-4.620
0.256,-0.651,1.122,77.980,-72.800,-8.680
0.258,-0.747,0.820,80.710,-74.270,-9.730
0.215,-0.806,0.584,81.760,-74.130,-11.130
0.163,-0.890,0.484,79.940,-70.280,-12.950
0.142,-0.939,0.315,73.080,-66.710,-12.460
0.113,-0.968,0.189,66.290,-57.820,-12.040
0.054,-1.019,0.142,62.510,-48.090,-13.790
0.036,-1.081,0.052,56.700,-41.370,-20.720
0.102,-1.110,0.021,56.770,-26.110,-23.870
0.134,-1.150,-0.004,56.420,-14.000,-28.420
0.146,-1.166,-0.012,49.420,-8.260,-29.470
0.186,-1.156,-0.016,37.800,-0.560,-28.000
0.188,-1.175,-0.085,34.790,12.880,-27.720
0.186,-1.196,-0.067,37.240,17.990,-29.260
0.190,-1.214,-0.041,39.270,28.770,-30.730
0.203,-1.169,0.058,40.320,31.080,-32.060
0.183,-1.164,0.213,34.580,32.690,-33.740
0.180,-1.127,0.315,12.110,28.350,-37.590
0.178,-1.127,0.503,-2.100,25.900,-42.980
0.155,-1.139,0.656,-31.360,20.090,-47.600
0.093,-1.183,0.681,-43.820,12.250,-54.880
0.064,-1.200,0.607,-50.470,7.350,-57.260
0.015,-1.247,0.515,-40.040,6.090,-60.970
0.003,-1.339,0.408,-34.930,-1.050,-69.090
0.011,-1.364,0.290,-30.240,-5.600,-77.070
0.007,-1.414,0.221,-34.440,-12.810,-80.220
0.004,-1.373,0.078,-39.200,-13.160,-85.260
0.027,-1.331,-0.020,-54.040,-11.130,-87.640
0.038,-1.246,-0.039,-67.620,-3.080,-93.660
0.041,-1.107,0.020,-76.650,-1.050,-93.170
0.052,-1.043,-0.021,-82.880,-3.850,-90.160
0.038,-0.963,-0.076,-77.910,-8.400,-79.450
0.023,-0.937,-0.164,-66.010,-9.100,-66.780
0.013,-0.936,-0.191,-61.320,-10.080,-61.530
-0.017,-1.005,-0.280,-59.570,-3.640,-57.820
-0.023,-1.027,-0.325,-62.300,-0.140,-56.700
-0.037,-1.081,-0.372,-55.650,11.200,-58.100
-0.064,-1.149,-0.403,-51.240,24.220,-59.500
-0.075,-1.194,-0.362,-41.860,31.780,-61.040
-0.102,-1.309,-0.310,-34.720,44.590,-67.340
-0.112,-1.427,-0.214,-33.320,67.550,-76.720
-0.121,-1.474,-0.134,-33.180,59.500,-81.410
-0.099,-1.568,-0.089,-40.040,64.960,-92.330
-0.087,-1.678,-0.004,-48.440,67.690,-106.470
-0.061,-1.714,0.122,-65.940,69.650,-115.150
-0.043,-1.693,0.186,-72.520,65.100,-131.320
-0.035,-1.571,0.303,-74.270,59.710,-141.400
0.001,-1.507,0.344,-64.470,43.890,-144.830
0.079,-1.409,0.331,-61.390,27.580,-152.600
0.122,-1.347,0.212,-63.140,20.860,-161.700
0.175,-1.319,0.099,-64.050,12.320,-165.900
0.147,-1.256,-0.182,-58.380,12.880,-174.230
0.125,-1.203,-0.366,-42.770,14.280,-178.920
0.092,-1.057,-0.426,-35.070,22.820,-179.550
0.060,-0.873,-0.479,-31.780,35.490,-178.010
0.036,-0.798,-0.442,-24.850,42.980,-175.210
-0.010,-0.688,-0.389,-16.590,54.320,-172.900
-0.020,-0.604,-0.296,-14.840,62.580,-166.460

-0.906,-2.468,2.322,-92.050,-164.150,303.800
-1.059,-2.681,2.381,-69.090,-188.510,263.970
-1.460,-2.969,2.405,-56.980,-243.460,239.680
-1.678,-2.980,2.244,-54.740,-302.260,207.130
-2.113,-2.887,1.671,-46.130,-327.180,196.350
-2.534,-2.661,1.224,-12.250,-358.890,186.200
-2.732,-2.385,0.156,23.380,-364.070,189.630
-3.066,-2.306,-0.952,110.320,-342.860,187.390
-3.595,-2.455,-1.345,222.320,-322.420,128.100
-3.820,-2.970,-0.880,249.690,-400.610,6.790
-3.571,-2.636,-2.028,245.700,-494.620,1.890
-3.057,-2.140,-2.782,277.340,-444.570,46.690
-2.733,-2.535,-3.434,285.670,-393.960,75.810
-2.391,-3.158,-3.677,246.820,-267.890,52.710
-2.059,-4.030,-3.574,190.260,-127.820,-26.040
-1.791,-4.083,-3.127,82.530,-77.910,-106.750
-1.279,-3.787,-2.868,33.180,-20.160,-130.200
-1.043,-3.036,-2.288,35.700,-12.320,-151.200
-0.984,-2.310,-1.767,63.910,-21.280,-153.300
-0.959,-2.034,-1.646,87.850,-44.030,-151.690
-1.023,-1.470,-1.709,99.120,-49.630,-149.660
-1.057,-1.224,-1.826,99.470,-44.170,-140.210
-1.034,-0.676,-1.867,74.200,-24.570,-129.920
-0.991,-0.203,-2.042,63.350,14.770,-97.790
-0.890,-0.018,-2.052,58.870,38.920,-77.210
-0.815,0.136,-1.967,75.740,85.470,-39.900
-0.776,0.069,-1.651,85.960,126.070,-10.290
-0.649,-0.080,-1.189,97.650,143.010,-4.550
-0.479,-0.392,-0.941,100.310,170.310,-4.830
-0.402,-0.607,-0.418,103.740,182.560,-13.300
-0.300,-0.667,0.160,111.300,205.170,-19.180
-0.203,-0.662,0.442,121.100,216.650,-25.410
-0.182,-0.700,1.133,123.410,211.820,-33.530
-0.128,-0.650,1.509,87.710,185.500,-32.060
-0.058,-0.524,1.638,101.360,150.920,-26.670
-0.010,-0.532,1.829,128.380,130.270,-22.330
0.048,-0.488,1.830,151.620,91.630,-19.670
0.110,-0.504,1.767,164.360,54.320,-15.470
0.137,-0.541,1.568,186.550,35.700,-14.910
0.174,-0.643,1.418,180.880,9.800,-16.520
0.181,-0.729,1.165,165.830,-0.910,-21.350
0.181,-0.756,0.993,125.160,-3.990,-22.960
0.202,-0.808,0.885,98.560,-4.550,-22.050
0.215,-0.845,0.745,90.510,-5.390,-17.430
0.210,-0.871,0.673,65.660,-7.420,-15.470
0.208,-0.910,0.652,36.260,-9.520,-11.200
0.201,-0.921,0.624,24.010,-9.310,-7.420
0.173,-0.916,0.613,-3.010,-9.030,-5.250
0.186,-0.875,0.604,-14.140,-10.010,3.570
0.200,-0.879,0.648,-30.870,-16.240,12.040
0.205,-0.937,0.604,-40.880,-22.120,15.470
0.190,-1.010,0.476,-45.360,-18.690,20.370
0.184,-1.052,0.416,-52.710,-17.290,21.140
0.191,-1.136,0.403,-57.330,-16.030,20.020
0.197,-1.177,0.374,-57.120,-15.680,17.290
0.193,-1.173,0.323,-47.390,-14.980,15.820
0.162,-1.144,0.308,-31.150,-12.810,14.140
0.152,-1.142,0.297,-23.310,-12.250,13.300
0.138,-1.159,0.291,-10.220,-9.100,12.040
0.126,-1.201,0.309,-6.160,-6.860,7.840
0.122,-1.234,0.336,-4.130,-6.370,1.610
0.093,-1.244,0.343,-7.980,-6.020,-2.520
0.069,-1.254,0.404,-15.750,-10.570,-12.250
0.065,-1.262,0.359,-28.770,-11.760,-20.720
0.051,-1.294,0.302,-28.840,-5.530,-24.220
0.032,-1.322,0.296,-29.050,-4.200,-30.800
-0.017,-1.350,0.282,-33.740,-3.570,-36.190
-0.042,-1.398,0.255,-38.780,-0.490,-51.100
-0.021,-1.337,0.232,-40.110,-0.210,-60.900
0.038,-1.294,0.222,-39.620,-3.710,-62.930
0.038,-1.217,0.204,-39.270,-9.030,-62.860
0.027,-1.172,0.150,-34.860,-11.060,-61.950
0.035,-1.159,0.003,-31.220,-14.350,-62.230
0.056,-1.162,0.084,-31.640,-15.470,-65.310
0.078,-1.017,0.065,-41.860,-16.310,-67.200
0.124,-1.069,0.033,-46.480,-17.780,-67.270
0.122,-0.991,-0.051,-44.380,-17.640,-68.320
0.104,-0.956,-0.155,-38.920,-15.610,-68.460
0.077,-0.882,-0.183,-35.560,-10.780,-66.780
0.056,-0.849,-0.263,-35.280,-1.400,-62.440
0.033,-0.850,-0.257,-37.660,3.850,-60.550
0.008,-0.909,-0.242,-42.210,14.000,-59.920
0.001,-1.001,-0.186,-44.170,18.830,-62.650
0.012,-1.047,-0.129,-41.790,26.810,-66.010
0.025,-1.090,-0.112,-36.680,32.270,-72.870
0.028,-1.095,-0.085,-17.570,34.370,-78.400
0.005,-1.111,-0.055,-5.670,39.480,-80.570
0.003,-1.149,0.034,-6.230,42.980,-86.730
0.020,-1.164,0.074,-14.700,44.240,-92.050
0.082,-1.145,0.085,-23.100,46.690,-93.800
0.135,-1.092,0.132,-27.370,46.270,-93.170
0.169,-1.067,0.171,-34.300,44.660,-90.230
0.227,-1.053,0.180,-37.730,40.600,-89.530
0.262,-1.053,0.212,-42.560,33.880,-90.300
0.309,-1.061,0.147,-46.410,30.240,-92.120
0.333,-1.097,0.085,-41.160,26.530,-98.280
0.348,-1.135,-0.042,-36.540,26.670,-107.660
0.364,-1.163,-0.106,-40.880,29.190,-114.310
0.362,-1.239,-0.168,-41.580,35.700,-130.690
0.356,-1.307,-0.270,-36.610,40.880,-149.380
0.349,-1.313,-0.240,-30.310,51.590,-158.270
0.330,-1.324,-0.203,-28.280,59.990,-177.170
0.287,-1.286,-0.082,-35.490,64.050,-197.400
0.121,-1.139,0.163,-49.000,55.580,-189.140
0.324,-0.785,0.162,-44.450,42.280,-173.180
0.339,-0.822,0.084,-29.330,41.720,-173.810
0.237,-0.795,0.100,-9.030,40.670,-175.770
0.148,-0.573,0.179,3.850,35.490,-177.240
0.085,-0.409,0.273,15.820,33.600,-156.240
-0.531,0.144,0.327,74.270,19.320,-152.740
0.387,-0.473,0.621,103.250,0.280,-180.110
0.453,-0.141,0.209,14.770,-0.210,-163.590
0.439,-0.497,0.131,55.020,4.410,-163.170
0.506,-0.647,0.325,39.970,7.700,-161.630
0.660,-0.539,0.251,4.690,5.950,-146.720
1.539,0.091,0.279,-2.450,6.300,-80.850
1.277,-0.353,0.431,-12.740,-3.290,-36.190
0.786,-0.615,0.423,-14.280,-26.390,-32.900
0.494,-0.928,0.370,-33.180,-36.820,-42.840

-2.704,-1.354,1.326,-141.050,159.740,530.460
-2.875,-2.488,1.464,-22.260,65.450,436.100
-2.716,-2.817,2.367,-38.430,-4.060,351.610
-2.317,-2.944,2.343,-94.640,-170.800,309.260
-2.081,-3.013,1.823,-119.070,-306.600,233.520
-2.021,-2.560,0.009,-80.360,-330.400,203.140
-2.051,-2.317,-1.186,10.080,-323.610,203.630
-2.073,-2.239,-1.472,46.970,-284.970,210.000
-2.021,-2.691,-1.890,100.590,-259.420,198.310
-1.808,-3.070,-2.012,133.000,-200.690,182.420
-1.584,-3.698,-2.123,158.900,-148.820,126.560
-1.535,-3.965,-2.043,179.900,-114.870,44.940
-1.254,-4.132,-1.831,128.100,-72.940,13.090
-1.038,-3.754,-1.650,102.130,-38.640,-37.590
-0.976,-3.536,-1.459,81.270,-27.160,-70.700
-0.845,-3.005,-1.299,48.440,-13.160,-80.080
-0.768,-2.482,-0.985,33.600,-20.160,-89.390
0.134,-2.142,-1.573,-227.360,-16.170,-84.980
-0.169,-2.168,-2.306,34.860,24.080,-73.990
-0.372,-2.055,-1.104,77.000,25.900,-82.600
-0.544,-2.096,-0.500,52.430,12.110,-95.830
-0.678,-1.855,-0.343,44.240,-15.540,-115.220
-0.644,-1.459,-0.331,42.840,-30.030,-123.270
-0.565,-1.235,-0.624,66.360,-48.440,-121.660
-0.521,-0.848,-0.763,82.880,-48.580,-112.420
-0.488,-0.615,-0.999,101.780,-42.140,-99.190
-0.530,-0.563,-1.217,124.460,-15.820,-94.290
-0.582,-0.483,-1.137,127.260,23.170,-84.840
-0.571,-0.424,-1.095,119.630,42.980,-76.580
-0.558,-0.351,-0.981,113.890,83.860,-68.040
-0.519,-0.329,-0.723,110.460,120.610,-55.090
-0.536,-0.341,-0.339,93.310,138.740,-45.080
-0.509,-0.408,-0.133,93.660,162.540,-39.270
-0.526,-0.499,0.280,98.070,178.010,-32.410
-0.460,-0.557,0.849,130.830,174.230,-30.100
-0.323,-0.631,1.131,126.140,147.770,-24.080
-0.296,-0.748,1.406,120.120,115.010,-19.740
-0.255,-0.833,1.435,99.470,100.380,-20.370
-0.216,-0.945,1.416,75.320,76.440,-24.220
-0.190,-0.987,1.353,62.160,67.340,-28.420
-0.119,-0.995,1.275,40.390,48.650,-31.290
-0.069,-1.013,1.206,32.130,34.090,-37.380
-0.057,-1.010,1.062,28.350,28.840,-43.750
-0.029,-0.988,1.033,26.180,18.900,-45.920
-0.000,-0.951,1.009,22.960,6.790,-49.420
0.031,-0.925,0.927,10.220,1.820,-50.190
0.068,-0.915,0.869,10.640,-8.960,-52.150
0.092,-0.877,0.739,6.510,-11.900,-55.580
0.095,-0.845,0.599,2.940,-11.760,-56.700
0.094,-0.745,0.539,2.870,-10.500,-52.430
0.091,-0.707,0.471,6.510,-12.600,-43.470
0.080,-0.716,0.376,8.610,-14.140,-38.920
0.346,-0.775,0.346,14.350,-15.680,-29.890
0.367,-1.156,0.144,-1.680,-10.920,-35.070
0.044,-1.226,0.236,5.530,2.870,-38.010
-0.058,-1.184,0.261,-13.720,22.190,-50.190
-0.030,-1.097,0.436,-58.940,27.160,-47.460
-0.030,-0.994,0.515,-61.320,24.360,-43.470
0.011,-0.980,0.640,-49.910,7.630,-34.510
0.013,-0.993,0.665,-33.180,-1.610,-28.210
0.012,-1.054,0.624,-28.490,-15.120,-27.230
-0.008,-1.129,0.500,-30.310,-20.720,-29.120
0.048,-1.139,0.389,-33.880,-21.280,-30.310
0.108,-1.100,0.358,-31.710,-21.840,-28.770
0.116,-1.082,0.328,-26.110,-21.840,-24.850
0.136,-1.085,0.359,-30.800,-22.610,-22.680
0.102,-1.105,0.375,-33.460,-24.220,-18.970
0.092,-1.113,0.404,-37.310,-25.060,-17.220
0.104,-1.094,0.429,-40.810,-30.590,-14.630
0.101,-1.068,0.394,-44.660,-35.490,-9.520
0.115,-1.057,0.202,-26.950,-34.090,-2.240
0.056,-1.055,0.218,-37.450,-28.070,0.420
0.026,-1.181,0.201,-51.520,-20.370,-8.260
0.036,-1.230,0.183,-43.190,-18.550,-33.740
-0.012,-1.262,0.216,-62.930,-16.170,-30.100
-0.016,-1.278,0.180,-67.200,-19.180,-44.730
-0.002,-1.265,0.119,-55.510,-21.000,-51.170
0.016,-1.189,0.091,-51.240,-22.750,-60.900
0.066,-1.104,0.051,-42.000,-22.610,-62.510
0.059,-1.084,-0.059,-46.970,-21.770,-65.100
0.109,-1.064,-0.056,-51.590,-20.300,-67.550
0.072,-1.047,-0.107,-47.110,-17.640,-74.760
0.011,-1.034,-0.167,-35.490,-8.400,-80.220
0.010,-0.978,-0.183,-25.900,0.770,-87.920
-0.010,-0.945,-0.151,-33.320,3.430,-90.650
0.005,-0.889,-0.182,-34.090,11.620,-90.020
0.092,-0.854,-0.221,-33.320,24.710,-86.170
0.122,-0.846,-0.174,-28.070,30.520,-79.730
0.136,-0.843,-0.134,-35.140,41.160,-76.860
0.151,-0.864,-0.073,-39.060,51.310,-73.080
0.201,-0.875,-0.001,-43.610,55.930,-72.520
0.231,-0.904,0.068,-42.910,58.870,-72.520
0.227,-0.928,0.203,-42.280,57.820,-74.200
0.157,-0.932,0.356,-24.710,52.010,-74.970
0.324,-0.747,0.502,-26.460,30.520,-61.390
0.346,-0.725,0.533,-24.780,21.000,-48.580
0.241,-0.784,0.519,-19.040,6.020,-45.220
0.179,-0.914,0.476,-18.970,-3.290,-44.100
0.169,-1.093,0.441,-22.540,-6.230,-48.300
0.183,-1.059,0.429,-34.930,-10.710,-52.150
0.227,-1.139,0.400,-44.030,-15.260,-63.420
0.247,-1.175,0.339,-53.130,-18.690,-79.660
0.242,-1.206,0.314,-56.210,-25.410,-88.060
0.248,-1.151,0.262,-59.850,-30.100,-103.810
0.265,-1.108,0.183,-68.530,-30.870,-110.950
0.285,-1.000,0.149,-74.620,-30.520,-121.730
0.311,-0.870,0.103,-78.680,-29.540,-125.370
0.368,-0.801,0.032,-87.220,-26.810,-124.390
0.385,-0.678,0.023,-85.890,-26.040,-118.790
0.372,-0.600,0.019,-87.290,-25.480,-112.700
0.274,-0.578,-0.021,-86.100,-22.050,-109.900
0.395,-0.494,-0.051,-83.440,-17.290,-100.800
0.453,-0.457,-0.071,-66.640,-15.680,-88.550
0.476,-0.456,-0.047,-53.830,-16.100,-81.900
0.444,-0.459,-0.044,-47.810,-16.520,-68.600
0.424,-0.601,-0.036,-35.840,-17.010,-57.610
0.453,-0.584,0.000,-44.450,-17.500,-54.740
0.969,-0.744,0.081,-38.710,-37.940,-65.660
1.281,-0.674,0.133,-20.580,-37.450,-43.120

-1.209,-2.039,2.123,-229.110,262.990,367.290
-1.494,-2.253,2.135,-241.360,250.530,334.740
-2.336,-2.770,2.294,-134.470,160.300,228.200
-2.424,-2.806,3.449,-117.600,86.590,118.440
-2.293,-2.661,3.697,-151.690,-114.870,72.170
-2.144,-2.281,3.577,-128.870,-334.950,8.190
-2.152,-2.005,2.571,-44.380,-434.070,-3.570
-2.196,-1.446,1.867,46.830,-581.910,7.910
-2.324,-1.190,0.697,59.500,-668.220,42.420
-2.558,-1.168,-0.355,73.570,-691.460,61.390
-2.693,-1.222,-0.794,68.600,-714.210,100.380
-2.729,-1.421,-1.754,64.470,-706.720,124.320
-2.612,-1.523,-2.319,144.620,-659.400,136.710
-2.471,-1.707,-2.412,86.520,-601.440,149.240
-2.293,-1.994,-2.929,47.740,-563.710,139.440
-1.904,-2.069,-3.373,46.970,-468.300,132.930
-1.719,-2.149,-3.444,88.550,-376.880,115.850
-1.747,-2.239,-3.381,103.880,-335.230,85.400
-1.675,-2.269,-3.717,62.300,-231.700,65.870
-1.407,-2.248,-3.747,92.470,-107.870,25.550
-1.338,-2.078,-3.328,154.770,-64.330,-6.440
-1.372,-1.983,-3.179,107.870,22.680,-20.860
-1.359,-1.807,-3.257,114.940,136.290,-50.540
-1.258,-1.663,-2.603,181.510,187.600,-64.400
-1.151,-1.332,-2.132,164.500,270.200,-63.140
-0.979,-1.173,-1.434,160.090,330.610,-53.060
-0.927,-1.137,-0.822,158.760,354.900,-42.280
-0.886,-1.106,-0.507,160.790,392.490,-38.220
-0.860,-1.119,0.153,162.120,410.060,-34.510
-0.826,-1.139,0.829,147.350,410.550,-35.000
-0.755,-1.177,1.124,129.080,394.660,-39.410
-0.723,-1.195,1.671,122.500,342.370,-47.110
-0.627,-1.195,2.157,95.830,326.410,-51.520
-0.528,-1.197,2.301,78.890,258.300,-62.440
-0.477,-1.173,2.514,61.110,219.520,-74.410
-0.367,-1.151,2.515,41.930,137.900,-80.430
-0.281,-1.062,2.436,35.070,62.370,-89.530
-0.242,-0.914,2.037,25.480,32.410,-93.380
-0.180,-0.841,1.529,31.640,-6.860,-93.240
-0.136,-0.735,1.339,28.980,-24.220,-91.630
-0.116,-0.702,0.986,22.400,-27.580,-89.040
-0.075,-0.667,0.846,16.240,-25.480,-88.620
-0.039,-0.653,0.640,11.760,-15.400,-89.110
-0.027,-0.639,0.537,5.110,-9.310,-90.650
0.005,-0.577,0.522,-4.200,2.450,-93.100
0.025,-0.456,0.537,-10.360,7.840,-92.540
0.077,-0.388,0.573,-21.770,15.750,-89.740
0.125,-0.254,0.593,-2.870,18.060,-77.350
0.141,-0.161,0.664,-11.480,16.870,-55.440
0.161,-0.145,0.748,-5.950,10.290,-42.770
0.161,-0.194,0.771,-7.420,0.840,-18.200
0.155,-0.339,0.778,-11.200,-3.850,0.420
0.138,-0.434,0.770,-16.520,-12.040,6.650
0.122,-0.622,0.756,-22.400,-18.970,14.280
0.121,-0.699,0.715,-31.570,-22.820,17.080
0.109,-0.834,0.690,-37.870,-29.680,17.150
0.105,-0.938,0.609,-41.860,-34.510,15.890
0.087,-0.976,0.496,-47.180,-35.350,14.910
0.067,-1.039,0.441,-49.140,-34.160,12.530
0.060,-1.095,0.365,-49.210,-32.340,9.870
0.048,-1.120,0.336,-50.260,-28.350,8.120
0.041,-1.172,0.334,-70.840,-24.290,4.900
0.041,-1.232,0.329,-58.170,-22.750,0.770
0.024,-1.262,0.331,-59.500,-21.910,-1.400
-0.018,-1.315,0.334,-59.430,-22.400,-7.070
-0.043,-1.335,0.322,-62.370,-22.330,-14.420
-0.079,-1.365,0.311,-71.120,-20.300,-18.970
-0.076,-1.372,0.279,-75.670,-17.080,-28.280
-0.064,-1.365,0.264,-79.520,-15.750,-37.170
-0.032,-1.340,0.271,-83.930,-14.210,-41.300
0.111,-1.305,0.282,-86.030,-13.790,-49.910
0.028,-1.281,0.290,-91.420,-14.210,-71.540
0.078,-1.215,0.287,-97.440,-16.310,-59.850
0.147,-1.147,0.214,-99.330,-0.070,-58.520
0.266,-1.156,0.183,-75.880,-15.400,-61.180
-0.019,-1.197,0.195,-87.500,-23.730,-79.870
-0.012,-1.074,0.053,-78.750,-29.260,-96.740
0.023,-0.955,-0.088,-61.810,-37.450,-99.540
0.091,-0.735,-0.171,-53.200,-42.350,-95.620
0.113,-0.608,-0.346,-37.100,-40.810,-81.760
0.134,-0.587,-0.426,-24.150,-29.330,-73.150
0.123,-0.635,-0.539,-17.570,-8.330,-56.630
0.120,-0.690,-0.556,-13.720,4.130,-43.960
0.086,-0.834,-0.533,-8.750,28.770,-39.480
0.051,-1.002,-0.417,-5.460,48.300,-35.420
-0.024,-1.090,-0.238,-4.900,55.930,-35.770
-0.074,-1.253,-0.156,-6.860,67.270,-41.230
-0.090,-1.389,-0.003,-8.120,71.890,-53.200
-0.111,-1.442,0.156,-13.440,78.750,-61.320
-0.095,-1.504,0.234,-16.520,81.620,-81.410
-0.069,-1.497,0.392,-21.630,80.500,-102.830
0.002,-1.466,0.593,-28.280,73.150,-112.700
0.097,-1.364,0.588,-30.940,58.730,-129.010
0.140,-1.235,0.655,-35.000,49.490,-140.350
0.197,-1.171,0.661,-42.630,30.380,-144.200
0.245,-1.051,0.602,-43.540,13.020,-148.820
0.274,-0.989,0.511,-37.450,4.760,-148.400
0.327,-0.884,0.476,-31.150,-9.450,-147.770
0.342,-0.840,0.434,-30.870,-20.440,-147.420
0.331,-0.827,0.392,-35.140,-25.480,-148.190
0.272,-0.799,0.355,-27.020,-36.190,-149.730
0.242,-0.769,0.293,-21.840,-42.000,-151.830
0.193,-0.752,0.223,-15.890,-51.520,-152.600
0.186,-0.715,0.176,-15.680,-58.030,-153.580
0.194,-0.682,0.056,-13.580,-59.360,-152.530
0.188,-0.670,-0.041,-18.620,-57.330,-151.200
0.174,-0.669,-0.102,-21.210,-52.640,-147.980
0.161,-0.688,-0.208,-25.410,-48.790,-144.550
0.149,-0.702,-0.257,-30.170,-37.590,-142.800
0.186,-0.729,-0.323,-33.250,-22.400,-140.210
0.173,-0.742,-0.346,-37.730,-12.810,-138.670
0.252,-0.735,-0.329,-47.530,7.280,-137.270
0.379,-0.706,-0.264,-53.830,27.860,-131.320
0.437,-0.684,-0.133,-61.390,37.030,-122.850
0.513,-0.630,-0.041,-66.710,49.140,-118.650
0.515,-0.579,0.178,-68.460,49.070,-109.690
0.518,-0.550,0.379,-66.220,43.680,-104.650
0.550,-0.497,0.452,-62.790,23.170,-92.820
0.569,-0.483,0.485,-62.090,0.770,-82.810

1.663,2.419,1.028,59.500,-12.180,110.390
1.481,2.533,0.979,86.870,-38.150,133.420
1.309,2.685,0.822,102.550,-61.040,190.260
1.217,2.715,0.577,141.330,-69.300,258.580
0.972,2.682,0.439,182.630,-75.880,294.770
0.550,2.495,0.184,204.050,-68.460,364.560
0.433,2.365,0.097,238.910,-63.070,398.090
0.210,2.199,0.081,253.120,-50.610,478.100
0.024,2.025,0.071,250.810,-43.260,567.840
-0.555,1.848,0.020,248.570,-31.080,610.400
-1.132,1.312,0.003,262.220,-20.860,686.280
-1.361,0.659,0.018,260.820,-15.610,753.690
-1.737,0.307,0.010,254.240,-1.120,785.400
-2.040,-0.528,-0.014,246.120,31.150,840.280
-2.164,-1.627,-0.116,224.140,59.010,865.760
-2.315,-2.242,-0.028,195.090,143.640,859.810
-2.466,-3.441,-0.026,168.210,249.970,817.320
-2.612,-4.654,0.349,97.370,300.370,718.480
-2.873,-5.258,0.684,39.340,360.780,640.920
-3.015,-6.176,1.492,27.930,346.080,439.530
-3.016,-6.409,2.111,8.680,322.980,207.200
-2.890,-6.265,2.398,-84.140,241.990,96.460
-2.969,-5.360,2.606,-125.020,117.880,-92.400
-2.928,-4.777,2.397,-92.820,40.250,-227.920
-2.712,-3.585,2.243,22.890,-126.070,-274.190
-2.363,-2.407,1.748,87.010,-275.660,-308.350
-2.237,-1.822,0.970,173.670,-330.890,-258.370
-2.007,-0.974,0.559,190.610,-396.830,-230.160
-1.873,-0.503,-0.238,185.640,-429.170,-139.510
-1.581,-0.399,-0.918,172.130,-409.010,-91.210
-1.432,-0.438,-1.213,188.860,-381.710,-5.320
-1.469,-0.762,-1.664,210.770,-359.730,47.530
-1.396,-0.938,-1.735,223.650,-309.330,64.680
-1.308,-1.279,-1.705,188.300,-258.160,81.480
-1.244,-1.645,-1.606,174.230,-238.840,74.060
-1.187,-1.793,-1.461,162.680,-211.540,63.280
-1.144,-1.980,-1.422,149.660,-193.130,29.400
-1.119,-1.999,-1.447,139.370,-185.220,-11.620
-1.070,-1.945,-1.613,129.920,-158.760,-32.200
-0.985,-1.732,-1.553,121.380,-121.660,-68.950
-0.915,-1.493,-1.689,136.640,-95.480,-93.660
-0.847,-1.310,-1.575,122.290,-49.770,-102.200
-0.898,-1.131,-1.445,94.850,1.260,-122.710
-0.850,-1.030,-1.451,97.020,32.620,-132.650
-0.720,-0.758,-1.320,86.100,102.060,-131.950
-0.537,-0.546,-0.965,72.660,168.770,-122.640
-0.572,-0.474,-0.540,56.840,198.730,-116.830
-0.569,-0.464,-0.270,50.260,245.000,-111.650
-0.538,-0.464,0.250,53.550,273.700,-109.270
-0.475,-0.453,0.829,70.910,279.510,-107.870
-0.411,-0.390,1.101,72.380,275.030,-99.890
-0.388,-0.334,1.575,73.360,265.160,-87.850
-0.339,-0.317,1.964,68.320,229.530,-80.500
-0.265,-0.310,2.097,39.340,178.780,-65.100
-0.232,-0.341,2.190,65.310,149.940,-50.680
-0.176,-0.350,2.253,63.910,88.340,-43.470
-0.124,-0.402,2.188,58.100,28.350,-31.430
-0.119,-0.511,1.865,57.820,3.850,-25.550
-0.116,-0.571,1.663,60.550,-31.290,-24.850
-0.095,-0.656,1.266,56.280,-48.300,-24.220
-0.089,-0.688,0.918,48.440,-51.030,-26.600
-0.081,-0.732,0.787,26.740,-45.990,-28.490
-0.073,-0.744,0.579,13.300,-31.290,-33.460
-0.051,-0.742,0.453,-2.940,-22.750,-35.560
-0.012,-0.713,0.431,-10.290,-7.140,-37.590
0.012,-0.672,0.474,-13.790,16.380,-35.910
